ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C300n,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_mam25
2025,04,2377202,1,0044,1,1,20250423772021004412,1,2,2,1,2, ,2,40,2,9,5,1984,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,5,2,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,7,2, , , , , , , , , , , , ,1,1013.84668584538
2025,04,25213,1,0029,1,1,202504252131002911,1,1,1,1,2, ,1,78,1,30,8,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,612.737969185148
2025,04,22870,1,0105,1,1,202504228701010512,1,2,6,1,2, ,2,69,2,5,4,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,1,12, ,1,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,6,2, , , , , , , , , , , , ,1,868.821011925638
2025,04,28038,1,0039,1,1,202504280381003914,1,3,3,1,2, ,2,16,3,4,6,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,948.774605650497
2025,04,29325,1,0013,1,1,202504293251001311,1,1,1,1,2, ,2,49,1,6,5,1975,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,5,3,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,885.157672234182
2025,04,1796101,1,0037,1,1,20240117961011003711,1,1,1,1,2, ,2,52,1,12,7,1972,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,388.403005023744
2025,04,1796101,1,0037,1,1,20240117961011003712,1,2,3,1,2, ,2,14,2,13,8,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,443.576322206486
2025,04,19602,1,0008,1,1,202404196021000811,1,1,1,1,2, ,1,70,1,21,2,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,1,13,5,4,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,832.645420751019
2025,04,1770502,2,0131,1,1,20250417705022013112,1,2,2,1,2, ,2,35,2,3,8,1989,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,452.871665384466
2025,04,25213,1,0026,1,1,202504252131002611,1,1,1,1,2, ,1,57,1,30,5,1967,1, , , , , , , , , , , , , , ,1, ,9412,5610,4, ,2,1,1,2,10,10,10,10,10,10,10,70, ,70,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1, , , , , , , , , , , , ,1,612.737969185148
2025,04,25213,1,0026,1,1,202504252131002613,1,3,3,1,2, ,1,16,3,22,5,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,3, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,590.698374810686
2025,04,1932002,1,0038,1,1,20250419320021003812,1,2,2,1,2, ,2,34,1,28,5,1990,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,924.268793854887
2025,04,1932002,1,0038,1,1,20250419320021003813,1,3,3,1,2, ,1,16,3,15,11,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1,751.894958964678
2025,04,22934,1,0030,1,1,202504229341003011,1,1,1,1,2, ,1,75,1,13,4,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,2, ,2, ,6,5, ,1,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,759.021334893232
2025,04,19823,1,0024,1,1,202504198231002412,1,2,2,1,2, ,2,56,2,3,12,1968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,907.082878399654
2025,04,19823,1,0024,1,1,202504198231002414,1,4,6,1,2, ,2,83,3,99,99,1942,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,1,2,2,2,2,2,10,1,4, , , , , , , , , , , , ,1,907.082878399654
2025,04,17902,1,0063,1,1,202401179021006312,1,1,1,1,2, ,2,73,1,28,9,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2,7, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,1,1,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,367.128974283818
2025,04,17902,1,0063,1,1,202401179021006315,1,7,7,1,2, ,2,67,7,7,2,1958,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,367.128974283818
2025,04,25034,1,0052,1,1,202504250341005212,1,2,2,1,2, ,2,37,2,27,1,1988,1, , , , , , , , , , , , , , ,2, ,5131,5610,4, ,2,1,1,3,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,4,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , ,1,839.412408472749
2025,04,25034,1,0052,1,1,202504250341005213,1,3,3,1,2, ,2,18,3,16,9,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,745.191390668399
2025,04,19602,1,0007,1,1,202404196021000712,1,2,2,1,2, ,2,70,2,5,9,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,767.006187833692
2025,04,20849,1,0057,1,1,202504208491005711,1,1,1,1,2, ,2,49,1,21,8,1975,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,7,3,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,870.003081338807
2025,04,20849,1,0057,1,1,202504208491005713,1,3,3,1,2, ,1,22,3,29,6,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,1,13,7,1,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,910.485437982285
2025,04,19275,1,0078,1,1,202504192751007813,1,3,3,1,2, ,2,15,3,18,2,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1,894.229669242837
2025,04,22934,1,0029,1,1,202504229341002913,1,3,3,1,2, ,2,16,3,27,3,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,798.50663203033
2025,04,29135,1,0025,1,1,202504291351002512,1,2,2,1,2, ,2,34,2,13,9,1990,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,988.611613156737
2025,04,1824401,1,0028,1,1,20240118244011002812,1,2,6,1,2, ,2,64,2,27,8,1960,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,1,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,436.261620552563
2025,04,18503,1,0001,1,1,202401185031000111,1,1,1,1,2, ,1,74,1,29,11,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,7, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,385.55132569621
2025,04,18503,1,0001,1,1,202401185031000112,1,2,2,1,2, ,2,70,2,24,6,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,7, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,355.157483805947
2025,04,18503,1,0001,1,1,202401185031000113,1,3,8,1,2, ,1,72,3,31,12,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,385.55132569621
2025,04,2347601,1,0011,1,1,20240723476011001112,1,2,2,1,2, ,2,72,2,16,1,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1,752.4350977131
2025,04,2347601,1,0011,1,1,20240723476011001113,1,3,5,1,2, ,2,14,3,27,9,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1,859.319801921336
2025,04,24160,1,0024,1,1,202401241601002411,1,1,1,1,2, ,2,37,1,11,1,1988,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1143.37090742358
2025,04,24160,1,0024,1,1,202401241601002412,1,2,3,1,2, ,2,18,2,28,2,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,11, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1015.0316435076
2025,04,24160,1,0024,1,1,202401241601002413,1,3,3,1,2, ,2,16,3,16,4,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1015.0316435076
2025,04,24160,1,0024,1,1,202401241601002414,1,4,3,1,2, ,1,14,4,31,10,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,4, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,930.135072431792
2025,04,18753,1,0007,1,1,202404187531000711,1,1,1,1,2, ,1,71,1,30,12,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,1,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,0, ,2,2,2,2,2,2,1,7,3, , , , , , , , , , , , ,1,699.649635142396
2025,04,18753,1,0007,1,1,202404187531000712,1,2,2,1,2, ,2,69,2,10,4,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, ,5223,4711,9, ,3,2,1,2,8,8,8,8,6,0,8,46, ,48,2,48,2, ,2, , , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , ,1,644.494746618284
2025,04,20865,1,0083,1,1,202401208651008316,1,6,5,1,2, ,1,15,6,3,4,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,970.435022469698
2025,04,4753902,1,0053,1,1,20250447539021005315,1,5,3,1,2, ,2,26,5,21,9,1998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1488.9230034977
2025,04,22729,1,0203,1,1,202404227291020311,1,1,1,1,2, ,1,84,1,2,2,1941,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,9,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1042.66474979477
2025,04,22729,1,0203,1,1,202404227291020312,1,2,2,1,2, ,2,80,2,12,9,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,9,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,960.469240565005
2025,04,2588402,1,0037,1,1,20240425884021003712,1,2,3,1,2, ,2,22,2,11,7,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,2, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,642.95190070382
2025,04,2588402,1,0037,1,1,20240425884021003713,1,3,3,1,2, ,2,20,1,8,10,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,642.95190070382
2025,04,2588402,1,0037,1,1,20240425884021003714,1,4,3,1,2, ,1,15,4,14,10,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,3, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,589.175831666403
2025,04,1847901,1,0006,1,1,20250418479011000611,1,1,1,1,2, ,1,70,1,25,9,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,3, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,363.273492469455
2025,04,2377202,1,0039,1,1,20250423772021003911,1,1,1,1,2, ,1,45,1,19,11,1979,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,11, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,1,7,4, , , , , , , , , , , , ,1,855.539736545954
2025,04,25213,1,0027,1,1,202504252131002713,1,3,3,1,2, ,2,14,3,11,7,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,644.6134115057
2025,04,22934,1,0137,1,1,202504229341013711,1,1,1,1,2, ,2,69,1,7,8,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,7, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,2, ,2, ,2, ,6,5, ,2,1,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,699.18604732828
2025,04,19823,1,0025,1,1,202504198231002511,1,1,1,1,2, ,2,77,1,9,11,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,1,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,907.082878399654
2025,04,29325,1,0010,1,1,202504293251001012,1,2,2,1,2, ,2,35,2,14,10,1989,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,13,5,8,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,1138.71218649045
2025,04,29325,1,0010,1,1,202504293251001013,1,3,3,1,2, ,1,17,3,5,3,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,926.345191384059
2025,04,29325,1,0010,1,1,202504293251001014,1,4,3,1,2, ,1,14,4,26,12,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,926.345191384059
2025,04,1824401,1,0030,1,1,20240118244011003012,1,4,2,1,2, ,2,41,4,27,3,1984,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,561.229303438549
2025,04,17902,1,0065,1,1,202401179021006511,1,1,1,1,2, ,2,78,1,15,4,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,367.128974283818
2025,04,17754,1,0025,1,1,202504177541002512,1,2,2,1,2, ,2,43,2,13,9,1981,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,461.891121054184
2025,04,24160,1,0022,1,1,202401241601002213,1,3,3,1,2, ,1,15,3,27,2,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,930.135072431792
2025,04,2105001,1,0059,1,1,20240121050011005911,1,1,1,1,2, ,2,45,1,15,8,1979,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,693.28370551724
